review_priority,review_issues,review_action,review_notes,title,url,location,latitude,longitude,incident_type,victim_identity,date,source_date,description,severity,perpetrator_info,year_found,found_at,search_query
5,Possibly Non-LGBTIQ+,,,Sikhs Attacked In Australia Over Alleged Support To Farmer Protests : Here What Happened,https://www.indiatimes.com/news/india/sikhs-attacked-in-australia-over-alleged-support-to-farmers-protests-heres-what-happened-535631.html,Sydney,-33.8698439,151.2082848,assault,unknown,,20210304T173000Z,"A group of Sikh men were attacked in Sydney, Australia, over alleged support for farmers' protests. CCTV footage shows them fleeing a gang who smashed up their car with bats and hammers while they were still inside.",high,,,,
5,Possibly Non-LGBTIQ+,,,"Tensions over Indian farm laws in Australia , Sikhs attacked in Sydney",https://www.indiatoday.in/world/story/tensions-over-indian-farm-laws-in-australia-sikhs-attacked-in-sydney-1775593-2021-03-04,Sydney,-33.8698439,151.2082848,assault,Sikhs,2021-03-04,20210304T114500Z,A group of Sikhs was attacked in Sydney in an apparent hate crime related to tensions over Indian farm laws in Australia.,medium,,,,
5,Possibly Non-LGBTIQ+,,,News von heute : Neonazis drohen Berliner Staatssekretärin Chebli mit Ermordung,https://www.stern.de/panorama/weltgeschehen/news-von-heute--neonazis-drohen-berliner-staatssekretaerin-chebli-mit-ermordung-9029148.html,Berlin,-27.6946278,152.3098897,threat,unknown,,20191202T184500Z,Neonazis threatened Berlin State Secretary Chebli with murder,high,Neonazis,,,
5,Possibly Non-LGBTIQ+,,,Driver who ran over girl she thought was  a Mexican  charged in second hit - and - run,https://www.independent.co.uk/news/world/americas/hit-run-teenage-girl-mexican-hate-crime-iowa-a9258916.html,Iowa,-33.796961,150.7708644,assault,unknown,2019-12-24,20191224T110000Z,An Iowa woman was charged with a hate crime after running over a girl she thought was 'a Mexican' and was also charged in a second hit-and-run incident on the same day.,high,Iowa woman,,,
5,Possibly Non-LGBTIQ+,,,Teenager throws acid on boyfriend  because he refused to marry her  ,https://www.independent.co.uk/news/world/asia/acid-attack-india-teenager-girl-boyfriend-aligarh-uttar-pradesh-police-a9172411.html,Sydney,-33.8698439,151.2082848,assault,unknown,,20191026T191500Z,A teenager threw acid on their boyfriend after he refused to marry her in Sydney.,high,Teenager,2019.0,2025-12-03T09:54:36.143447,
5,Possibly Non-LGBTIQ+,,,19 Murdered Children,https://www.nytimes.com/2022/05/25/briefing/texas-elementary-school-shooting-uvalde.html,Newtown,-33.8961132,151.1801893,murder,unknown,,20220525T113000Z,The article discusses the tragic murder of 19 children in Newtown. The specific details of the incident are not provided in the article.,high,,,,
5,Non-Australian; Possibly Non-LGBTIQ+,,,"Woman punched unconscious after telling man who followed her from nightclub :  Sorry , Im not interested  ",https://www.independent.co.uk/news/uk/crime/woman-man-turn-down-beaten-unconscious-manchester-not-interested-a9005661.html,London,-27.4839177,153.0019892,assault,unknown,2019-07-15,20190715T173000Z,"A woman was punched unconscious after telling a man who followed her from a nightclub that she was not interested. The victim, an 18-year-old, highlighted the pressure women feel to not say no in such situations.",high,,,,
5,Possibly Non-LGBTIQ+,,,"Racists climb on to South African man bonnet , smash windscreen and order him to  go back to Poland  ",https://www.independent.co.uk/news/uk/crime/racist-attack-go-back-poland-south-african-man-car-somerset-a9020401.html,South Africa,-30.2929832,153.1243499,assault|vandalism|threat,unknown,2019-07-25,20190725T123000Z,"Racists climbed onto a South African man's bonnet, smashed his windscreen, and ordered him to 'go back to Poland'. The incident occurred in South Africa.",medium,Racists,,,
5,Possibly Non-LGBTIQ+,,,Indian deported from Australia for assault on Sikhs gets hero welcome,https://www.telegraphindia.com/india/indian-deported-from-australia-for-assault-on-sikhs-gets-heros-welcome/cid/1835079,"Harris Park, Sydney",-33.8167,151.0167,assault,Sikhs,,20211019T033000Z,Vishal Jood was arrested by New South Wales police in April after an investigation revealed his alleged connection to a series of targeted attacks on Sikhs.,high,Indian man deported from Australia,,,
5,Possibly Non-LGBTIQ+,,,Neo - Nazi leaders admit hiker attack but claim innocence,https://www.examiner.com.au/story/8402974/neo-nazi-leaders-admit-hiker-attack-but-claim-innocence/,Blue Mountains National Park,-33.6190685,150.487634,assault,unknown,,20231027T121500Z,"Neo-Nazi leaders have admitted to attacking a hiker in Blue Mountains National Park, but they claim innocence. The hiker was physically assaulted by the perpetrators.",high,Neo-Nazi leaders,,,
5,Possibly Non-LGBTIQ+,,,"Le numéro 3 du Vatican , le cardinal australien George Pell , condamné pour agression sexuelle",https://www.lavenir.net/cnt/dmf20190226_01302108/le-numero-3-du-vatican-le-cardinal-australien-george-pell-condamne-pour-agression-sexuelle,"St Patrick's Cathedral, Melbourne",-37.8102,144.9762,assault,unknown,2019-02-26,20190226T073000Z,Le cardinal australien George Pell a été condamné pour agression sexuelle,high,,,,
5,Possibly Non-LGBTIQ+,,,"St Kilda cop bashing : Kayla Potts , Jack Houghcroft charged",https://www.news.com.au/national/victoria/courts-law/five-people-charged-over-bashing-of-two-police-officers-in-st-kilda/news-story/490c74f31bef143ca3525c6a535067e7,"St Kilda, Melbourne",-37.8638,144.9816,assault,unknown,,20190225T220000Z,Kayla Potts and Jack Houldcroft have been charged in connection with a cop bashing incident in St Kilda.,medium,,,,
5,Non-Australian; Possibly Non-LGBTIQ+,,,"Murdered pharmacist Jessica Patel died after sad string of callous and cruel abuse , review into her death reveals",https://www.yorkshirepost.co.uk/news/crime/murdered-pharmacist-jessica-patel-died-after-sad-string-callous-and-cruel-abuse-review-her-death-reveals-2917932,"Maitland, New South Wales",-32.7316683,151.5511123,murder,unknown,,20200719T141500Z,"The murdered pharmacist Jessica Patel died after a sad string of callous and cruel abuse, as revealed in a review into her death.",high,,,,
5,Possibly Non-LGBTIQ+,,,Community in mourning after sistergirl stabbed to death,https://www.katherinetimes.com.au/story/8785653/community-in-mourning-after-sistergirl-stabbed-to-death/?cs=1459,specific location,-14.466,132.264,murder,sistergirl,,20241008T100000Z,"A sistergirl was stabbed to death, leading to the community mourning the loss.",critical,unknown,,2025-12-03T05:45:56.167492,"""transgender"" AND ""stabbed"" AND Australia"
5,Possibly Non-LGBTIQ+,,,  Obscene : Josh Frydenberg election signs defaced with Nazi symbols,https://www.brisbanetimes.com.au/politics/federal/obscene-josh-frydenberg-election-signs-defaced-with-nazi-symbols-20220404-p5aarz.html,"Kooyong, Melbourne",-37.8425,145.0368,vandalism,Jewish,,20220404T100000Z,"Josh Frydenberg's election signs were defaced with Nazi symbols in the Kooyong electorate in Melbourne. Mr. Frydenberg, who was born in Australia to Jewish parents, expressed concern over the vandalism posing a threat to the community.",medium,,,,
5,Non-Australian; Possibly Non-LGBTIQ+,,,Muslim mother horror after racist vandals graffiti a swastika and the word  dog  on her white BMW,https://www.dailymail.co.uk/news/article-6828557/Muslim-mothers-horror-racist-vandals-graffiti-swastika-word-dog-white-BMW.html,Muslim mother's home in Bankstown,-33.917,151.035,vandalism,unknown,,20190320T014500Z,A Muslim mother was horrified after racist vandals graffitied a swastika and the word 'dog' on her white BMW parked outside her home in Bankstown.,medium,,,,
5,Possibly Non-LGBTIQ+,,,Sydney Hairdresser Pleads Guilty To Slapping Stonewall Hotel Security Guard,https://www.starobserver.com.au/news/sydney-hairdresser-pleads-guilty-to-slapping-stonewall-hotel-security-guard/205952,"Stonewall Hotel, Sydney",-33.880408,151.2162818,assault,unknown,,20210924T124500Z,A Sydney hairdresser pleaded guilty to slapping a security guard at Stonewall Hotel and was sentenced to a two-year conditional release order without conviction.,low,,,,
5,Possibly Non-LGBTIQ+,,,Jewish man faces attack in Australia while walking with son to synagogue,https://www.clevelandjewishnews.com/jns/jewish-man-faces-attack-in-australia-while-walking-with-son-to-synagogue/article_c7966eb0-d009-522b-9f7b-03d981678a07.html,"Brisbane, Queensland",-27.4689623,153.0235009,assault,Jewish,,20210903T204500Z,A 48-year-old Jewish man was attacked in Australia while walking with his son to synagogue. The victim described the assailant's eyes as filled with hate towards him.,medium,Assailant described as having hate towards the victim,,,
5,Possibly Non-LGBTIQ+,,,"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.cairnspost.com.au/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=de1fd2a442ebbfb426bd83a6c298a9a7-1556679749,"Cairns Central Shopping Centre, Cairns",-16.9267346,145.7737252,assault,"journalist, photographer",,20190501T031500Z,A supporter of Fraser Anning was arrested after attacking a journalist and photographer at Cairns Central Shopping Centre. The incident involved physical violence towards the media professionals covering a political event.,medium,Fraser Anning supporter,,,
5,Possibly Non-LGBTIQ+,,,Police Search Sydney Synagogue Following Threat,http://www.kiis1065.com.au/newsroom/nsw-police-search-sydney-central-synagogue-bondi-junction-threat-online,Sydney Synagogue,-33.9692217,151.1113958,threat,unknown,,20190428T223000Z,Police searched a Sydney Synagogue following a threat made against the establishment.,medium,,,,
5,Possibly Non-LGBTIQ+,,,  Chao : Journo question before boilover | Ballina Shire Advocate,https://www.ballinaadvocate.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,Ballina Shire,-28.8672983,153.5555091,assault,unknown,,20190427T093000Z,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Ballina Shire.,medium,Fraser Anning supporter,,,
5,Possibly Non-LGBTIQ+,,,  Chao : Journo question before boilover,https://www.cqnews.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,"Fraser Anning event in Moorooka, Brisbane",-27.535,153.021,assault,"journalist, photographer",,20190427T063000Z,"A supporter of Fraser Anning was arrested after attacking a journalist and photographer at an event in Moorooka, Brisbane. The incident occurred during a confrontation with the media.",medium,Fraser Anning supporter,,,
5,Non-Australian; Possibly Non-LGBTIQ+,,,  Suspiciou noose found hanging near student housing in possible hate crime,https://www.independent.co.uk/news/world/americas/noose-stanford-university-california-racist-student-housing-hate-crime-a9008431.html,student housing,-33.7702281,150.7277466,vandalism,unknown,2019-07-17,20190717T140000Z,"A 'suspicious' noose was found hanging near student housing, which is recognized as a symbol of violence and racism directed against African American peoples.",medium,,,,
5,Non-Australian; Vague Location; Possibly Non-LGBTIQ+,,,"Murder of Indigenous Teenager in Western Australia Brings Despair , Deja Vu",https://thediplomat.com/2022/10/murder-of-indigenous-teenager-in-western-australia-brings-despair-deja-vu/,"Geraldton, Western Australia",-28.778,114.6144,murder,unknown,,20221026T150000Z,The murder of an Indigenous teenager in Western Australia has brought despair and a sense of deja vu to the community.,high,not specified,,,
3,Non-Australian; Vague Location,,,Festivales estadounidenses cancelan al dúo sudafricano Die Antwoord por atacar y llamar  maricón  a un músico,https://www.elmundo.es/cultura/musica/2019/08/21/5d5c3166fdddff023b8b4601.html,"Adelaida, Australia",-34.9281805,138.5999312,hate_speech,general_lgbtiq,,20190821T021500Z,The South African duo Die Antwoord was removed from the lineup of two American festivals after a video surfaced of them attacking and using a derogatory term towards a musician during a performance in Adelaide.,medium,,,,
3,Non-Australian; Vague Location,,,Australian man pleads guilty to anti - gay hate crime in murder of American who plunged from cliff in 1988,https://www.cbsnews.com/news/scott-johnson-murder-scott-white-guilty-plea-gay-hate-crime-fall-australia-cliff-1988/,cliff in Australia,-33.8131,151.2981,murder,gay,1988-XX-XX,20220113T183000Z,"An Australian man pleaded guilty to an anti-gay hate crime in the murder of an American who plunged from a cliff in 1988. The perpetrator, Scott White, admitted to the hate crime in court.",high,Scott White,,,
3,Non-Australian; Vague Location,,,Australia | Incendios forestales | Steven Anderson | Pastor anti - gay afirma que desastres naturales es castigo de Dios porque fue expulsado del país | homosexualidad | LGBTI | rddr | Mundo,https://larepublica.pe/mundo/2020/01/07/australia-incendios-forestales-steven-anderson-pastor-anti-gay-afirma-que-desastres-naturales-es-castigo-de-dios-porque-fue-expulsado-del-pais-homosexualidad-lgbti-rddr/,Australia-wide (banned speaker),-33.8688,151.2093,hate_speech,LGBTI,,20200107T153000Z,"Pastor Steven Anderson, known for his anti-gay views, claimed that natural disasters in Australia were punishment from God because he was banned from the country. This statement targets the LGBTI community and spreads hate towards them.",medium,Pastor Steven Anderson,,,
3,Non-Australian; Vague Location,,,"Rainbow walk in Adelaide , Australia vandalised with  Jesus loves you  graffiti",https://www.pinknews.co.uk/2019/10/28/adelaide-rainbow-walk-graffiti-jesus-loves-you-australia/,"Adelaide, Australia",-34.9281805,138.5999312,vandalism,general_lgbtiq,,20191028T180000Z,"The rainbow walk in Adelaide, Australia was vandalised with 'Jesus loves you' graffiti.",medium,,,,
3,Non-Australian; Vague Location,,,Mathematician killed because he was gay : Australia inquest,http://www.enca.com/world/mathematician-killed-because-he-was-gay-australia-inquest,Australia inquest did not specify a specific location,-33.8131,151.2981,murder,gay,,20171130T064500Z,"A mathematician was killed because of his sexual orientation, highlighting the ongoing issue of violence against the LGBTIQ+ community in Australia.",critical,Unknown,2017.0,2025-12-03T06:45:59.034855,
3,Non-Australian; Vague Location,,,Arrest Made In 1988 Hate Crime Killing Of Gay American At Australian Cliff,https://www.huffpost.com/entry/arrest-scott-johnson-cliff-killing_n_5ebac4d4c5b63c0fa177cd63,Australian Cliff,-35.3315312,148.8770874,killing,gay,1988-XX-XX,20200512T220000Z,Arrest made in the 1988 hate crime killing of a gay American at an Australian cliff.,high,Arrest made,,,
3,Non-Australian; Vague Location,,,Man found guilty twice of  gay panic  murder wins right to appeal fresh conviction,https://www.adelaidenow.com.au/news/south-australia/man-found-guilty-twice-of-gay-panic-murder-wins-right-to-appeal-fresh-conviction/news-story/c5cadc77b71b1a06eba6bbbf2bbb4b66?nk=a56fd86f11bc0886826d1fca3bdf6a81-1593552741,"Adelaide, South Australia",-34.9281,138.5999,murder,gay,,20200630T214500Z,Man found guilty twice of 'gay panic' murder wins right to appeal fresh conviction.,high,not specified,,,
3,Non-Australian; Vague Location,,,Perth Grindr scheme - multiple victims robbed and assaulted,https://www.abc.net.au/news/2025-09-23/teenagers-detention-grindr-attacks-men-perth/105807670,"Perth, Western Australia",-31.9505,115.8605,assault,gay,2024-12-01,2024-12-15T00:00:00Z,Series of violent homophobic attacks in Perth where teenagers used fake Grindr profiles to lure gay men to secluded areas. Victims were robbed and violently assaulted.,high,Group of teenagers under 17,,,
3,Non-Australian; Vague Location,,,Perth Grindr attack - victim tasered and teeth knocked out,https://www.fusemagazine.com.au/lgbtiq-news/australia/1148-five-teenagers-jailed-for-grindr-assault-scheme.html,"Perth, Western Australia",-31.9505,115.8605,assault,gay,2024-11-15,2024-12-01T00:00:00Z,"Victim was lured to secluded location via fake Grindr profile, then tasered and had his teeth knocked out. Attackers used weapons including knives, machete, metal bar, and pepper spray.",high,"Five teenagers, armed with knives, machete, metal bar, pepper spray, and taser",,,
2,Possible Duplicate,,,Australian charged for killing gay student 32 years ago,https://www.prokerala.com/news/articles/a1040216.html,Sydney,-33.8698439,151.2082848,murder,gay,1988-XX-XX,20200512T094500Z,"Australian man charged for killing a gay student in Sydney 32 years ago. The suspect, Scott Price, was arrested at his Sydney home and will face court.",high,"Scott Price, 49",,,
2,Possible Duplicate,,,Nazi hikers claim theyve  suffered  ,https://www.gladstoneobserver.com.au/news/nazi-hikers-claim-theyve-suffered/4188930/,Grampians,-36.718805,142.2209509,harassment,general_lgbtiq,,20210201T023000Z,Nazi hikers claiming they've suffered in the Grampians,medium,Melbourne neo-Nazi group,,,
2,Possible Duplicate,,,Australian pleads guilty to killing gay American in 1988,https://www.courthousenews.com/australian-pleads-guilty-to-killing-gay-american-in-1988/,Sydney,-33.8698439,151.2082848,killing,gay,1988-XX-XX,20230223T204500Z,An Australian man pleaded guilty to killing a gay American in Sydney in 1988. The victim's sexual orientation was a factor in the crime.,high,Australian man,,,
1,Non-Australian,,,The two brothers arrested in connection with the alleged attack on  Empire  star Jussie Smollett have been released without charge - 19 - Feb - 2019,"https://home.nzcity.co.nz/news/article.aspx?id=285026&fm=psp,tst",Chicago,-33.7598838,150.9090178,assault,unknown,2019-02-18,20190218T211500Z,Two brothers were arrested in connection with the alleged attack on 'Empire' star Jussie Smollett in Chicago. The 36-year-old actor required hospital treatment after a suspected racist and homophobic attack.,high,Two brothers,,,
1,Non-Australian,,,Together » Blog Archive » Australian neo - Nazis deface elderly care facility housing Holocaust survivors,http://amgathering.org/2019/01/15110/australian-neo-nazis-deface-elderly-care-facility-housing-holocaust-survivors/,elderly care facility housing Holocaust survivors,-33.8688,151.2093,vandalism,general_lgbtiq,,20190115T211500Z,"Australian neo-Nazis defaced an elderly care facility housing Holocaust survivors, targeting the vulnerable residents with hateful graffiti.",medium,Australian neo-Nazis,,,
1,Non-Australian,,,Man slashed with machete in  homophobic attack  in London,https://www.independent.co.uk/news/uk/crime/machete-attack-london-homophobic-hate-crime-lgbt-southwark-met-police-a9018251.html,London,-27.4839177,153.0019892,assault,unknown,2019-07-24,20190724T094500Z,A man in his 20s was slashed with a machete in a homophobic attack in London after the suspect made offensive comments. The victim was stabbed in the leg.,high,,,,
1,Non-Australian,,,Australia news live : NSW premier calls Mark Latham a  bigot  after  vile and shameful  comments,https://www.msn.com/en-gb/news/uknews/australia-news-live-inquiry-calls-for-changes-to-how-government-sends-troops-to-war/ar-AA19hDxN,"New South Wales Parliament House, Sydney",-33.8688,151.2093,hate_speech,general_lgbtiq,,20230331T091500Z,NSW premier called Mark Latham a bigot after his vile and shameful comments targeting the LGBTIQ+ community.,low,Mark Latham,,,
1,Non-Australian,,,Mark Latham Investigated By NSW Police Over Vile Alex Greenwich Tweet,https://www.pedestrian.tv/news/mark-latham-tweet-alex-greenwich/,"NSW Parliament House, Sydney",-33.8672662,151.2127431,hate_speech,gay,,20230501T094500Z,"Mark Latham is being investigated by NSW Police for a vile tweet targeting Alex Greenwich, a gay MP. The tweet contained homophobic language and sparked outrage within the LGBTIQ+ community.",medium,Mark Latham,,,
1,Non-Australian,,,Out Gay Australian MP Tim Wilson House Attacked By Vandals,https://www.starobserver.com.au/news/out-gay-australian-mp-tim-wilsons-house-attacked-by-vandals/212421,Tim Wilson's house,-33.8688,151.2093,vandalism,gay,,20220428T053000Z,"Out gay Australian MP Tim Wilson's house was targeted by vandals, with this not being the first time such an incident has occurred.",medium,,,,
1,Non-Australian,,,Neo - Nazis Attack Gay Bar In Ukraine,https://www.starobserver.com.au/news/neo-nazis-attack-gay-bar-in-ukraine/207538,Ukraine,-35.2758874,149.1270242,assault,gay,,20211203T014500Z,"Neo-Nazis attacked a gay bar in Ukraine, targeting individuals based on their sexual orientation.",high,Neo-Nazis,,2025-12-03T05:03:41.040298,"""homophobic attack"" AND Australia"
1,Non-Australian,,,Court finds Anti - trans campaigner Kirralie Smith unlawfully vilified two trans women,https://www.outinperth.com/court-finds-anti-trans-campaigner-kirralie-smith-unlawfully-vilified-two-trans-women/,"New South Wales Civil and Administrative Tribunal, Sydney",-33.8688,151.2093,harassment,transgender,,20250827T061500Z,Anti-trans campaigner Kirralie Smith unlawfully vilified two trans women in New South Wales Civil and Administrative Tribunal in Sydney.,medium,Kirralie Smith,,,
1,Non-Australian,,,Homophobic Attack On Student Outside Gay Nightclub Shocks London,https://www.starobserver.com.au/news/homophobic-attack-on-student-outside-gay-nightclub-shocks-london/210126,London,-27.4839177,153.0019892,assault,gay,,20220218T083000Z,"Harry Batt, a bio-medical student was waiting for a bus home after a night of partying at a popular London gay nightclub Heaven, when a woman launched an unprovoked attack.",medium,woman,,,
1,Non-Australian,,,Australia coroner : American mathematician died in hate crime in 1988,https://www.upi.com/Top_News/World-News/2017/11/30/Australian-coroner-says-student-died-of-hate-crime-not-suicide-in-1988/9461512058149/,"Fair Day festival, Rushcutters Bay",-33.874,151.228,murder,gay,1988-07-19,20171130T194500Z,American mathematician Scott Johnson was found dead near a cliff at Fair Day festival in Rushcutters Bay. The coroner ruled his death as a hate crime due to the homophobic violence he faced.,critical,Perpetrator(s) unknown,2017.0,2025-12-03T06:44:22.107321,
1,Non-Australian,,,Trans woman flees Malaysia after wearing hijab and being  assaulted  by police,https://english.alaraby.co.uk/news/trans-woman-flees-malaysia-after-charge-wearing-hijab,Malaysia,-33.7965262,151.1841604,assault,transgender,,20211022T174500Z,A trans woman in Malaysia fled the country after being assaulted by police for wearing a hijab.,high,police officers,,2025-12-03T05:36:49.950512,"""transgender"" AND ""assaulted"" AND Australia"
1,Non-Australian,,,Australian man pleads guilty to the 1988 murder of a California man at a gay meeting place,https://www.foxnews.com/world/australian-man-pleads-guilty-1988-murder-california-man-gay-meeting-place,California,-32.665,150.9261111,murder,gay,1988-XX-XX,20230223T140000Z,An Australian man pleaded guilty to the 1988 murder of a California man at a gay meeting place.,high,Australian man,,,
0,No issues,,,Australian synagogue targeted with Nazi flag on Shabbat,https://www.israelnationalnews.com/News/News.aspx/316115,"Caulfield, Melbourne",-37.8561,145.0064,vandalism,general_lgbtiq,,20211101T151500Z,"An Australian synagogue was targeted with a Nazi flag on Shabbat, causing distress and concern within the LGBTIQ+ community.",medium,,,,
