title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude
Australie  : une trentaine de suspects arrêtés pour des guets - apens homophobes,https://www.lnc.nc/article/pacifique/australie/faits-divers/justice/australie-une-trentaine-de-suspects-arretes-pour-des-guets-apens-homophobes,20250509T231500Z,assault,,Sydney CBD,general_lgbtiq,Australie : une trentaine de suspects ont été arrêtés pour des guets-apens homophobes dans le centre-ville de Sydney.,high,,-33.8688,151.2093
Trans people  attacked by same groups targeting Jews  ,https://www.canberratimes.com.au/story/8962261/trans-people-attacked-by-same-groups-targeting-jews/,20250508T090000Z,assault,,"Fitzroy, Melbourne",transgender,"Transgender individuals were physically attacked by the same groups targeting Jews in Fitzroy, Melbourne.",medium,Groups targeting Jews,-37.7882,144.978
More arrests in Victoria over gay dating app attacks,https://www.outinperth.com/more-arrests-in-victoria-over-gay-dating-app-attacks/,20250510T091500Z,assault,,"Melbourne area, Victoria",gay,Multiple arrests have been made in Victoria in connection with attacks on individuals targeted through gay dating apps.,medium,,-37.8136,144.9631
  Deport Queer : Shocking graffiti in WA Great Southern region,https://www.outinperth.com/deport-queers-shocking-graffiti-in-was-great-southern-region/,20250510T043000Z,vandalism,,Great Southern region,queer,Shocking graffiti with the words 'Deport Queer' found in the WA Great Southern region.,medium,,-34.8837,117.8051
Big Brother star David Graham used a vile homophobic slur before assaulting a young man on his farm,https://www.dailymail.co.uk/tvshowbiz/article-14774513/Farmer-Dave-Big-Brother-David-Graham-assault.html,20250603T103000Z,assault,,farm in unspecified location,unknown,Big Brother star David Graham used a vile homophobic slur before assaulting a young man on his farm.,high,Big Brother star David Graham,-25.2744,133.7751
Victorian man sentenced for attacks on men he met on Grindr says TikTok vigilante videos inspired him,https://www.aol.co.uk/victorian-man-sentenced-attacks-men-051335411.html,20250603T061500Z,assault,,"Sunshine West, Melbourne",gay,A Victorian man was sentenced for attacking men he met on Grindr at his home in Sunshine West. He claimed to be inspired by TikTok vigilante videos.,high,Victorian man,-37.7843,144.8294
New wave of homophobic attacks targets users of gay dating apps like Grindr,https://www.abc.net.au/news/2025-07-06/gay-dating-app-users-lured-into-violent-homophobic-attacks/105464048,20250705T233000Z,harassment,,Darlinghurst,gay,A new wave of homophobic attacks targeting users of gay dating apps like Grindr has been reported in Darlinghurst. Victims have faced harassment and intimidation while using these apps in the area.,medium,,-33.8778,151.2197
Gay Man  Needed To Learn His Lesson  Says Man Sentenced For Grindr Attack,http://www.starobserver.com.au/news/gay-man-needed-to-learn-his-lesson-says-man-sentenced-for-grindr-attack/237834,20250729T101500Z,assault,,Grindr meetup in Sunshine Coast,gay,"A man was sentenced for attacking a gay man he met on Grindr, stating that the victim 'needed to learn his lesson'. The attack took place during their meetup in Sunshine Coast.",medium,Man sentenced for the attack,-26.65,153.0667
Hundreds of Dollars Raised For Convicted  Vigilante  Gay - Basher,http://www.starobserver.com.au/news/national-news/hundreds-of-dollars-raised-for-convicted-vigilante-gay-basher/237873,20250801T064500Z,assault,,Sydney CBD,gay,Hundreds of dollars were raised for a convicted vigilante who physically attacked a gay individual in Sydney CBD. The incident sparked outrage within the LGBTIQ+ community and beyond.,medium,Convicted vigilante gay-basher,-33.8688,151.2093
Ex - police officer pleads not guilty to murder of gay Sydney couple,https://www.thepinknews.com/2025/08/26/beau-lamarre-condon-jesse-baird-luke-davis-not-guilty/,20250827T020000Z,murder,,Sydney,gay,An ex-police officer has pleaded not guilty to the murder of a gay Sydney couple. The incident has shocked the local community and raised concerns about violence against the LGBTIQ+ community.,high,Ex-police officer,-33.8688,151.2093
Community Condemns Attack On Transgender Person On The Gold Coast,http://www.starobserver.com.au/news/community-condemns-attack-on-transgender-person-on-the-gold-coast/239547,20251104T060000Z,assault,,Gold Coast,transgender,Community members have condemned the recent attack on a transgender person on the Gold Coast. The victim was physically assaulted in the area.,medium,,-28.0167,153.4
"Police need more powers to stop  naked racism and hatred  after allowing Sydney neo - Nazi rally , premier says",https://www.aol.co.uk/articles/police-more-powers-stop-naked-061606504.html,20251108T064500Z,hate_speech,,Sydney,general_lgbtiq,The article discusses the need for more police powers to address racism and hatred following a neo-Nazi rally in Sydney.,medium,Neo-Nazi group,-33.8688,151.2093
"American Scott Johnson Death 30 Years Ago in Australia Ruled Hate Crime , Not Suicide",http://www.newser.com/story/252289/30-years-after-he-fell-to-his-death-a-ruling.html,20171130T193000Z,murder,,"North Head, Manly",gay,The death of American Scott Johnson 30 years ago in Australia has been ruled a hate crime and not suicide. His body was found at the base of a cliff at North Head in Manly. The ruling brings closure to his family who have long believed he was the victim of a homophobic attack.,critical,Unknown,-33.8130902,151.2981105
"US mathematician death a gay hate crime , says Australia inquest",http://www.dailyexcelsior.com/565722-2/,20171130T210000Z,murder,,Sydney,gay,The death of a US mathematician in Sydney is being investigated as a gay hate crime by an Australian inquest.,critical,unknown,-33.8698439,151.2082848
"Nearly 30 years later , gay man fall from an Australian cliff is ruled a hate crime",http://www.vancouversun.com/news/world/nearly+years+later+fall+from+australian+cliff+ruled+hate/16013047/story.html,20171130T190000Z,murder,,Bondi Beach,gay,"Nearly 30 years after a gay man fell from a cliff at Bondi Beach, the incident has been ruled a hate crime. The victim's sexual orientation was a factor in his death, indicating a targeted attack.",critical,Unknown,-33.8906977,151.2724119
"Gay man found smashed to death at the bottom of a cliff was killed in homophobic hate crime , says coroner · PinkNews",http://www.pinknews.co.uk/2017/11/30/gay-man-found-smashed-to-death-at-the-bottom-of-a-cliff-was-killed-in-homophobic-hate-crime-says-coroner/,20171130T181500Z,murder,,cliff in undisclosed location,gay,"A gay man was found smashed to death at the bottom of a cliff, and the coroner determined it was a homophobic hate crime.",critical,Unknown,-33.8131,151.2981
American found naked and dead in Australia in 1988 was killed in gay hate crime : coroner,https://www.aol.com/article/news/2017/11/30/american-found-naked-and-dead-in-australia-in-1988-was-killed-in-gay-hate-crime-coroner/23292977/,20171130T180000Z,murder,1988-XX-XX,Sydney,gay,"An American man was found naked and dead in Sydney, Australia in 1988. The coroner determined that he was killed in a gay hate crime.",critical,Unknown,-33.8698439,151.2082848
"Scott died as a result of a gay hate attack , coroner finds",http://www.portnews.com.au/story/5091529/scott-died-as-a-result-of-a-gay-hate-attack-coroner-finds/,20171130T060000Z,murder,,Sydney,gay,The coroner found that Scott died as a result of a gay hate attack in Sydney. The specific details of the attack were not provided in the article.,critical,Unknown,-33.8698439,151.2082848
Five charged with violent murder of Malaysian trans woman,http://www.starobserver.com.au/news/international-news-news/five-charged-with-violent-murder-of-malaysian-trans-woman/174713,20181227T070000Z,murder,,Melbourne CBD,transgender,Five individuals have been charged with the violent murder of a Malaysian trans woman in Melbourne. The victim's identity was targeted in this tragic incident.,critical,Five individuals charged with the murder,-37.8136,144.9631
Police offer $1 million reward in gay hate murder of Scott Johnson,http://www.starobserver.com.au/news/national-news/new-south-wales-news/police-offer-1-million-reward-in-gay-hate-murder-of-scott-johnson/174261,20181211T094500Z,murder,,Manly,gay,"Scott Johnson, a gay man, was murdered in a gay hate crime in Manly. Police are offering a $1 million reward for information leading to the conviction of those responsible.",critical,unknown,-33.7971937,151.2879845
Kiss at a fried chicken shop landed me a black eye and put my friend in hospital,https://www.gaystarnews.com/article/kiss-at-a-fried-chicken-shop-landed-me-a-black-eye-and-put-my-friend-in-hospital/,20181005T064500Z,assault,,Fried chicken shop in Sydney,gay,"Two friends were physically attacked after sharing a kiss at a fried chicken shop, resulting in one person getting a black eye and the other being hospitalized.",medium,Perpetrators unknown,-33.878,151.219
Sydney gay man films homophobic attack at petrol station,https://www.gaystarnews.com/article/sydney-gay-man-films-homophobic-attack-at-petrol-station/,20171221T104500Z,harassment,,Sydney,gay,A gay man in Sydney filmed a homophobic attack at a petrol station where he was verbally harassed and threatened by another individual.,medium,Another individual at the petrol station,-33.8698439,151.2082848
RUSH HOUR : Man glassed for holding boyfriend hand,http://www.geelongadvertiser.com.au/news/rush-hour-man-glassed-for-holding-boyfriends-hand/news-story/282e0293fe3b9929ce396294d67833c2?nk=58fd3c889a8fbbaf0c230046471abb4d-1511391708,20171122T231500Z,assault,,Sydney CBD,gay,A man was glassed for holding his boyfriend's hand in Sydney CBD. The attack was a targeted act of violence against the victim's sexual orientation.,medium,Perpetrator's identity not specified,-33.8747234,151.2053644
Man glassed in the face in horror homophobic attack,https://www.echonews.com.au/news/man-glassed-face-horror-homophobic-attack/3272547/,20171122T230000Z,assault,,Darlinghurst,unknown,A man was glassed in the face in a horror homophobic attack in Darlinghurst.,high,unknown,-33.8783381,151.219225
Gippsland LGBT woman punched in homophobic attack in Sale,http://www.dailymail.co.uk/news/article-5048835/Gippsland-LGBT-woman-punched-homophobic-attack-Sale.html,20171104T031500Z,assault,,Sale,LGBT woman,A Gippsland LGBT woman was punched in a homophobic attack in Sale.,medium,Unknown,-38.1094463,147.0656717
Stokes hailed for saving gay duo from homophobic attacks,http://www.prokerala.com/news/articles/a783161.html,20171028T123000Z,assault,,Sydney,gay,Cricketer Ben Stokes was praised for intervening to stop a group of men from attacking a gay couple in Sydney. The men were reportedly shouting homophobic slurs and threatening the couple before Stokes stepped in.,medium,group of men,-33.8698439,151.2082848
Giant mural of ‘ Saint George Michael ’ vandalised with homophobic slurs · PinkNews,http://www.pinknews.co.uk/2017/10/15/giant-mural-of-saint-george-michael-vandalised-with-homophobic-slurs/,20171015T160000Z,vandalism,,Sydney,general_lgbtiq,"A giant mural of 'Saint George Michael' in Sydney was vandalised with homophobic slurs, targeting the LGBTIQ+ community.",medium,Unknown,-33.8698439,151.2082848
Four cops charged for inflicting  fatal harm  on gay activist Zak Kostopoulos · PinkNews,https://www.pinknews.co.uk/2018/12/05/four-cops-charges-death-zak-kostopoulos/,20181205T133000Z,murder,,Athens,gay,"Four cops charged for inflicting fatal harm on gay activist Zak Kostopoulos in Athens, Greece.",critical,Four police officers,-36.4279636,148.6149572
Gay man knocked out for kissing another man in chicken shop,https://metro.co.uk/2018/10/08/gay-man-knocked-out-for-kissing-another-man-in-chicken-shop-8017077/,20181008T124500Z,assault,,chicken shop in Sydney,gay,A gay man was knocked out after kissing another man in a chicken shop in Sydney. The attack was believed to be motivated by homophobia.,medium,Perpetrator's identity not specified,-33.878,151.219
Perth youths plead guilty to gay bashing men they baited on Grindr,http://www.starobserver.com.au/news/national-news/western-australia/perth-youths-plead-guilty-gay-bashing-men-lured-grindr/163987,20171120T094500Z,assault,,Perth,gay,"Perth youths pleaded guilty to assaulting men they baited on Grindr, targeting individuals based on their sexual orientation.",high,Perth youths,-31.9558967,115.8605784
Residents in Sydney gay suburbs are sent homophobic letters blaming them for the drought,https://www.dailymail.co.uk/news/article-6237931/Residents-Sydneys-gay-suburbs-sent-homophobic-letters-blaming-drought.html,20181004T014500Z,hate_speech,,Sydney gay suburbs,gay,"Residents in Sydney gay suburbs received homophobic letters blaming them for the drought, indicating a targeted act of hate speech towards the LGBTQ+ community.",low,,-33.878,151.212
  Jesu blames Sydney gay people for drought in bizarre homophobic letter,https://www.gaystarnews.com/article/jesus-sydney-drought-same-sex-marriage/,20181004T171500Z,hate_speech,,Sydney,gay,"A person named Jesu blamed Sydney's gay community for the drought in a homophobic letter, displaying hate speech towards the LGBTIQ+ individuals.",low,Jesu,-33.8698439,151.2082848
  Jesu blames drought on same - sex marriage in strange Sydney letter drop,http://www.starobserver.com.au/news/national-news/new-south-wales-news/jesus-blames-drought-same-sex-marriage-strange-sydney-flyers/172233,20181004T073000Z,hate_speech,,Sydney,LGBTIQ+,"A letter drop in Sydney blamed the drought on same-sex marriage, targeting the LGBTIQ+ community with hateful speech.",low,Unknown,-33.8698439,151.2082848
  Homophobic  man wanted by cops after a couple threatened on train,https://www.thegayuk.com/homophobic-man-wanted-by-cops-after-a-couple-threatened-on-train/,20171229T123000Z,threat,,train in unspecified location,gay couple,"A homophobic man threatened a gay couple on a train, prompting a police search for the perpetrator.",medium,Homophobic man,-33.8688,151.2093
Transgender woman shoved officer onto railway tracks,http://www.dailymail.co.uk/news/article-5120999/Transgender-woman-shoved-officer-railway-tracks.html,20171127T120000Z,assault,,railway tracks,transgender,A transgender woman shoved an officer onto railway tracks.,medium,Unknown,-35.3176528,149.1491476
Man suffered horrific head injury in  homophobic  attack after kissing someone in bar,https://www.mirror.co.uk/news/uk-news/man-suffered-horrific-head-injury-21065939,20191210T161500Z,assault,,bar in Sydney,gay,A man suffered a horrific head injury in a homophobic attack after kissing someone in a bar in Sydney.,high,Perpetrator's identity not specified,-33.8695468,151.2086788
Hate mail left in gay couple letterbox on Sunshine Coast,http://www.abc.net.au/news/2017-11-28/gay-hate-mail-condemned/9201176,20171128T084500Z,harassment,,Sunshine Coast,gay,"Hate mail was left in the letterbox of a gay couple on the Sunshine Coast, targeting them based on their sexual orientation.",low,Unknown,-26.6544338,153.0933668
Gay QLD couple sent threatening letters after  Ye vote,https://au.news.yahoo.com/a/38005094/gay-qld-couple-sent-threatening-letters-after-yes-vote/,20171125T043000Z,threat,,"Sunshine Coast, Queensland",gay,A gay couple in Queensland received threatening letters after the Ye vote.,medium,Unknown,-26.65,153.0667
Man set boss on fire over ‘ unwanted gay advances ’ ,http://attitude.co.uk/man-set-boss-on-fire-over-unwanted-gay-advances/,20171123T171500Z,assault,,Sydney,gay,A man set his boss on fire allegedly due to 'unwanted gay advances'. The victim suffered severe burns as a result of the attack.,high,The perpetrator was identified as a man who worked for the victim.,-33.8698439,151.2082848
Police defend not warning the LGBTI community about gay bashings,http://www.outinperth.com/police-defend-not-warning-lgbti-community-spate-gay-bashings/,20171120T101500Z,assault,,Darlinghurst,gay,"Police did not warn the LGBTI community about recent gay bashings in Darlinghurst, leading to concerns about safety and lack of communication.",medium,,-33.8783381,151.219225
Grindr teen photo used to lure gay men to Perth bashings,http://www.dailymail.co.uk/news/article-5091075/Grindr-teen-photo-used-lure-gay-men-Perth-bashings.html,20171117T001500Z,assault,,Perth,gay men,A Grindr teen photo was used to lure gay men to Perth where they were subjected to bashings.,high,Perpetrators who used the fake Grindr profile to lure victims,-31.9558967,115.8605784
Man Sentenced To Six And A Half Years In Prison Over Perth Gay Bashings,https://www.starobserver.com.au/news/man-sentenced-to-six-and-a-half-years-in-prison-over-perth-gay-bashings/207064,20211119T221500Z,assault,,Perth,gay,A man has been sentenced to six and a half years in prison for carrying out gay bashings in Perth.,high,The perpetrator targeted individuals based on their sexual orientation.,-31.9558967,115.8605784
Murdered Gay Lecturer George Duncan Honoured By University Of Adelaide,https://www.starobserver.com.au/news/murdered-gay-lecturer-george-duncan-honoured-by-university-of-adelaide/218636,20221125T233000Z,murder,,"River Torrens, Adelaide",gay,"The article discusses the honoring of George Duncan, a gay lecturer who was murdered in 1972 by being thrown into the River Torrens in Adelaide. The University of Adelaide is now honoring his memory.",critical,unknown,-34.8514658,138.7923773
Scott White tries to overturn conviction for murder of gay mathematician Scott Johnson,https://www.dailymail.co.uk/news/article-11351161/Scott-White-tries-overturn-conviction-murder-gay-mathematician-Scott-Johnson.html,20221025T060000Z,murder,,Manly,gay,"Scott White is attempting to overturn his conviction for the murder of gay mathematician Scott Johnson in Manly. Johnson's body was found at the base of a cliff in 1988, initially ruled as suicide but later determined to be a homicide.",critical,Scott White,-33.7971937,151.2879845
Ex - NSW Cop Reveals He Witnessed Gay Bashings By His Police Colleagues In Sydney In 1980s,https://www.starobserver.com.au/news/ex-nsw-cop-reveals-he-witnessed-gay-bashings-by-his-police-colleagues-in-sydney-in-1980s/217188,20221005T133000Z,assault,,Sydney,gay,"An ex-NSW cop revealed witnessing gay bashings by his police colleagues in Sydney in the 1980s, indicating a history of violence against the LGBTQ+ community within law enforcement.",high,Police colleagues,-33.8698439,151.2082848
  Straight  Man Stabs Gay Man For Refusing To Reciprocate Oral Sex,https://www.starobserver.com.au/news/straight-man-stabs-gay-man-for-refusing-to-reciprocate-oral-sex/207127,20211126T003000Z,assault,,Darlinghurst,gay,A straight man stabbed a gay man after the gay man refused to reciprocate oral sex.,high,Straight man,-33.8783381,151.219225
Malaysian transgender cosmetics entrepreneur says she was  beaten and stamped on  by officers,https://www.dailymail.co.uk/femail/article-10230267/Malaysian-transgender-cosmetics-entrepreneur-says-beaten-stamped-officers.html,20211122T164500Z,assault,,Melbourne CBD,transgender,A Malaysian transgender cosmetics entrepreneur reported being beaten and stamped on by officers in Melbourne CBD.,high,Officers,-37.8141705,144.9655616
  Dont Go To The Police If You Are Bashed : Gay Academic Reveals He Was Victim Of Hate Attacks In Sydney,https://www.starobserver.com.au/news/dont-go-to-the-police-if-you-are-bashed-gay-academic-reveals-he-was-victim-of-hate-attacks-in-sydney/218563,20221123T094500Z,assault,,Sydney,gay,"A gay academic in Sydney revealed that he was a victim of hate attacks, advising others not to go to the police if they are bashed.",medium,unknown,-33.8698439,151.2082848
"Finally able to be himself , Kritchikorn became victim of Sydney gay hate murders",https://www.smh.com.au/national/finally-able-to-be-himself-kritchikorn-became-victim-of-sydney-s-gay-hate-murders-20211014-p59040.html,20211014T221500Z,murder,,Sydney,gay,Kritchikorn was finally able to be himself before becoming a victim of the Sydney gay hate murders.,critical,unknown,-33.8698439,151.2082848
Gay Palestinian Man Found Brutally Murdered,https://www.starobserver.com.au/news/gay-palestinian-man-found-brutally-murdered/217284,20221011T060000Z,murder,,Melbourne,gay,A gay Palestinian man was found brutally murdered in Melbourne.,critical,Unknown,-37.8136,144.9631
Serbian man bashed in homophobic incident forgives attackers,http://www.starobserver.com.au/news/serbian-man-bashed-in-homophobic-incident-forgives-attackers/189983,20191119T034500Z,assault,,Melbourne,gay,"A Serbian man was physically attacked in his home in Melbourne in a homophobic incident. Despite the assault, the victim has chosen to forgive his attackers.",medium,Attackers' identities not specified,-37.8136,144.9631
Adelaide Man Who Knocked Out and Robbed Man For  Gay Advance  Jailed,https://www.starobserver.com.au/news/adelaide-man-who-knocked-out-and-robbed-man-for-gay-advance-jailed/206562,20211024T101500Z,assault,,Adelaide,gay,An Adelaide man was knocked out and robbed by another man after making a gay advance. The perpetrator has been jailed for the assault.,medium,The perpetrator was a man who targeted the victim based on his sexual orientation.,-34.9281805,138.5999312
Beaten and handcuffed for wearing a woman outfit,http://www.msn.com/en-nz/news/world/beaten-and-handcuffed-for-wearing-a-woman-s-outfit/ar-AAQSrCZ,20211119T020000Z,assault,,Sydney CBD,transgender,A transgender individual was physically assaulted and handcuffed by unknown perpetrators in Sydney CBD for wearing a woman outfit.,high,Perpetrators are currently unknown.,-33.8747234,151.2053644
NSW Police Officer Jailed For Assaulting Sydney Trans Woman Anya Bradford,https://www.starobserver.com.au/news/nsw-police-officer-jailed-for-assaulting-sydney-trans-woman-anya-bradford/206629,20211028T051500Z,assault,,Sydney,transgender,A NSW Police officer was jailed for assaulting Sydney trans woman Anya Bradford.,high,NSW Police officer,-33.8698439,151.2082848
Trans businesswoman flees home after being  attacked by religious police  ,https://www.gaytimes.co.uk/life/trans-businesswoman-flees-home-after-being-attacked-by-religious-police/,20211125T153000Z,assault,,Sydney CBD,transgender,"A trans businesswoman was attacked by religious police, forcing her to flee her home in Sydney CBD.",high,Religious police,-33.8747234,151.2053644
Over 100 attend vigil for murdered trans tourist Mhelody Bruno,http://www.starobserver.com.au/news/national-news/new-south-wales-news/over-100-attend-vigil-for-murdered-trans-tourist-mhelody-bruno/187872,20191007T113000Z,murder,,Riverina region,transgender,"Over 100 people attended a vigil for Mhelody Bruno, a transgender tourist who was murdered in the Riverina region. The community gathered to mourn her tragic death.",critical,unknown,-27.0939096,152.9317271
University lecturer and friend claim they were beaten up by men who used homophobic slurs in city centre,https://www.walesonline.co.uk/news/wales-news/swansea-homophobic-assault-wind-street-22197642,20211117T230000Z,assault,,city centre,unknown,A university lecturer and their friend were reportedly beaten up by men who used homophobic slurs in the city centre. The victims claim they were targeted because of their sexual orientation.,medium,Men who used homophobic slurs,-33.8708252,151.2080337
LGBTIQ rights : inquiry into gay hate crimes told of brutal attacks,https://www.brisbanetimes.com.au/national/nsw/just-another-night-in-the-life-of-a-gay-man-inquiry-into-hate-crimes-told-of-brutal-attacks-20221121-p5bzw5.html,20221121T051500Z,assault,,Sydney,gay,The inquiry into gay hate crimes heard testimonies of brutal physical attacks targeting members of the LGBTIQ community in Sydney.,high,Perpetrators of these attacks were described as individuals motivated by homophobia.,-33.8698439,151.2082848
Bondi Badlands podcast : Former NSW Poliice officer recalls horror years of homophobic violence,https://www.theage.com.au/national/gay-bashings-homophobia-former-cop-recalls-horror-years-in-nsw-police-force-20211029-p594d0.html,20211029T190000Z,assault,,Bondi Beach,gay,"A former NSW Police officer recalls the horror years of homophobic violence in Bondi Beach, including physical assaults targeting gay individuals.",high,unknown,-33.8906977,151.2724119
"Victorian MP Trans Daughter Attacked Over Pandemic Bill , Hospitalised",https://www.starobserver.com.au/news/victorian-mps-trans-daughter-attacked-over-pandemic-bill-hospitalised/207059,20211119T074500Z,assault,,Victorian suburb (specific location not provided),transgender,"A Victorian MP's transgender daughter was attacked following a debate over a pandemic bill, resulting in her hospitalization. The motive behind the attack is believed to be related to her gender identity.",medium,Unknown,-37.814,144.963
The night Samuel Beckett was nearly stabbed to death by a pimp,https://www.independent.co.uk/arts-entertainment/books/features/samuel-beckett-stabbing-death-anniversary-suzanne-dechevaux-dumesnil-a9244221.html,20191222T083000Z,assault,,"Kings Cross, Sydney",gay,"The article describes an incident where Samuel Beckett, a gay man, was nearly stabbed to death by a pimp in Kings Cross, Sydney.",high,The perpetrator was identified as a pimp.,-33.8744874,151.2222308
Gay couple attacked by masked gang in terrifying Bury street robbery,https://www.pinknews.co.uk/2021/11/26/gay-ryan-winnard-max-green-homophobia-hate-crime-bury/,20211126T114500Z,assault,,Bury,gay,A gay couple was attacked by a masked gang in a terrifying street robbery in Bury.,high,masked gang,-33.8535129,150.9908248
Belfast man hospitalised after  homophobe see him kissing a man in a bar,https://www.pinknews.co.uk/2019/12/10/belfast-homophobic-attack-head-injuries-kissing-hospitalised/,20191210T164500Z,assault,,Belfast,gay,A Belfast man was hospitalized after being attacked by a homophobe who saw him kissing another man in a bar. The victim suffered injuries as a result of the assault.,medium,Homophobe who witnessed the victim kissing another man,-21.6391592,142.1340705
Anthony Crumbley : Gay Black man stabbed because he  dresses femme  ,https://www.pinknews.co.uk/2020/12/31/boston-gay-man-anthony-crumbley-stabbing-police-hate-crime/,20201231T194500Z,assault,,Sydney CBD,gay,"Anthony Crumbley, a gay Black man, was stabbed in Sydney CBD because he dresses femme. The attack was motivated by his sexual orientation and gender expression.",high,Perpetrator's identity unknown,-33.8747234,151.2053644
"Gay Writer And Disability Activist Thomas Banks Assaulted , Robbed In Melbourne",https://www.starobserver.com.au/news/gay-writer-and-disability-activist-thomas-banks-assaulted-robbed-in-melbourne/207528,20211202T113000Z,assault,,Melbourne,gay,Gay writer and disability activist Thomas Banks was assaulted and robbed in Melbourne.,medium,Perpetrators are unknown at this time.,-37.8136,144.9631
"Tributes Pour In For Gay Man Who Died In Vicious Melbourne CBD Attack , Andrew Truman",https://www.starobserver.com.au/news/tributes-pour-in-for-gay-man-who-died-in-vicious-melbourne-cbd-attack-andrew-truman/233395,20241014T123000Z,murder,,Melbourne CBD,gay,Tributes are pouring in for a gay man who died in a vicious attack in Melbourne CBD. The man was a victim of a fatal assault.,critical,unknown,-37.8136,144.9631
Queensland police investigate assault on transgender person,https://www.outinperth.com/queensland-police-investigate-assault-on-transgender-person/,20251104T014500Z,assault,,"Gold Coast, Queensland",transgender,Queensland police are investigating an assault on a transgender person. The details of the incident have not been disclosed.,medium,unknown,-28.0167,153.4
